,x,y,z
121,0.03980959,0.067346744,0.030303476
122,-0.03757774,-0.0009256132,0.004627216
123,0.02926189,-0.009419127,0.025246354
124,0.011401522,0.029346881,0.04465755
125,-0.10741369,0.043672238,-0.0427223
126,0.031223692,-0.019054985,0.05313986
127,-0.021684932,-0.026327582,-0.001356985
128,-0.033043206,0.008414585,0.008582254
129,0.0068476074,-0.026468288,0.03128287
130,-0.008732171,0.06020921,0.032495577
131,0.044816177,-0.056245595,-0.007806775
132,-0.02572469,-0.017117562,0.0018762024
133,0.030910943,0.017360386,0.026783144
134,0.067433506,-0.030889368,0.039647385
135,-0.069119066,0.025396192,-0.0056619486
136,-0.018767871,-0.0006989854,0.014913412
137,-0.03239517,0.016725188,0.01740746
138,0.049041715,-0.03151998,0.064987496
139,0.079681,-0.0039007985,0.05944898
140,0.028760873,0.052780896,0.023308484
141,0.02114625,0.013222286,0.04897705
142,-0.042285014,0.014948809,0.012179725
143,0.02549569,0.043869957,-0.008350452
144,-0.053202067,0.018815685,-0.018409362
145,-0.018007927,-0.064080186,0.04517906
146,0.046612855,-0.036528338,0.070015356
147,0.03834166,0.020744339,0.015930744
148,-0.015747556,-0.049726192,0.054792587
149,-0.05063173,0.027455002,0.024186462
150,0.050959256,0.04096149,0.046769936
151,0.04443652,-0.022301534,0.064939715
152,-0.049088996,0.018740619,0.0072529824
153,-0.049124025,0.010743992,-0.001967711
154,0.08602431,-0.03132271,0.06424061
155,-0.0753503,0.04921759,-0.023311237
156,-0.05857001,0.032718267,0.012225733
157,0.05572568,-0.065573566,-0.0130797895
158,0.008405522,0.016716145,0.059987172
159,0.052463785,-0.040372472,0.004215326
160,0.09001195,0.04045169,0.063294224
161,-0.046271563,-0.0017540305,0.0002875025
162,0.05284037,0.05332266,0.017904196
163,0.0340067,0.03404712,-0.0034825217
164,0.04999599,-0.009331893,-0.008789368
165,-0.07833148,0.03189728,-0.04150344
166,-0.006771388,-0.02917245,0.020365825
167,0.04760213,0.07946594,0.069897585
168,-0.005211448,-0.0052060494,0.042552445
169,-0.056294676,0.0122243725,-0.012461403
170,0.08593565,-0.06612897,0.015474761
171,0.013883402,0.01910623,0.044766642
172,0.036906164,0.029400893,0.032992687
173,0.03173268,-0.015807968,0.062241398
174,0.04133299,0.029284028,0.030551802
175,0.0039806915,0.036823265,0.09290203
176,0.023353077,0.020586055,0.036399186
177,-0.0873591,0.03855885,-0.052642185
178,0.085369155,-0.0013552114,0.07436724
179,0.055873923,0.01993385,0.061348334
180,0.044455737,0.07793913,-0.02477726
181,-0.020341154,0.0021092168,0.057084102
182,0.040460724,-0.024345974,0.05891397
183,-0.036660496,-0.007968243,-0.013716406
184,-0.022202685,-0.022343086,0.08855314
185,0.076747306,0.08607962,0.019988067
186,0.033111863,-0.025786806,0.0023643102
187,0.06785812,-0.029929612,0.062058166
188,-0.0798318,0.041981094,-0.0055777673
189,-0.10155039,0.060855914,-0.036760103
190,0.03620275,0.020139668,0.048442226
191,-0.051122546,0.018376594,9.168637e-05
192,0.021777006,0.061397806,-0.0043452336
193,0.000868878,-0.039340723,0.08354693
194,-0.042510558,0.0033447018,0.020799562
195,0.066652946,-0.044997964,0.064829335
196,0.007966288,0.09675298,-0.007909132
197,-0.064990655,0.046550244,0.00011847121
198,-0.04993024,0.02059454,0.0051172925
199,0.02826456,-0.002360414,0.054400496
200,-0.06441604,0.0034917467,0.0003603319
201,-0.02092795,0.034846053,-0.061679006
202,-0.060492326,0.02998348,0.006152462
203,0.040756233,-0.036786675,0.08629187
204,0.040801574,-0.06930865,0.056746382
205,-0.018681008,-0.0041282014,0.0338101
206,0.0682803,0.0787525,0.02492282
207,0.052032538,-0.050342042,0.015717775
208,0.07047701,0.03278136,0.053568598
209,0.058308188,0.08328937,0.004895867
210,-0.054722328,0.034190074,0.0259614
211,0.036500975,0.02905019,0.059549883
212,-0.03469415,0.007382521,0.00920983
213,0.060192507,-0.084800996,0.053488765
214,-0.08592367,0.05165032,0.0075255954
215,0.002283085,0.022605339,0.048185304
216,0.0042156302,0.020247081,0.063770235
217,0.030986141,-0.026280316,0.058413997
218,0.006546817,0.01690128,0.060701143
219,-0.034322605,-0.009093398,0.0049135275
220,-0.07641143,0.04752422,-0.015841572
221,-0.09388134,0.04459156,-0.0031624592
222,-0.05529588,0.027055627,-0.0021837659
223,0.056075606,0.012857322,0.08458193
224,-0.0068261134,-0.031751316,0.029976448
225,0.027817821,0.022726092,0.06554079
226,0.087635264,-0.0018947977,0.072623536
227,0.0338836,0.04999423,0.012916899
228,-0.008797277,-0.014706258,0.036909804
229,0.0926474,0.027519165,0.033349983
230,0.021315655,0.025709033,0.06607829
231,0.034850173,0.11677709,0.011172902
232,0.013812506,-0.0041187336,0.09474148
233,0.09509701,0.048134107,-0.011984917
234,-0.05340406,0.03105421,0.028323175
235,-0.03753578,-0.002685177,-0.010383203
236,0.055816196,0.050309908,-0.0028489267
237,-0.047234025,0.02301442,0.0346553
238,0.005839097,0.04410491,-0.035033252
239,-0.022944914,-0.0065203696,0.027013296
240,-0.106845625,0.04760524,-0.030264439
241,-0.028242378,-0.013569815,0.00515482
242,-0.011333845,-0.05997055,0.057648238
243,0.041988954,-0.032483377,0.0010027615
244,-0.04873833,0.013292454,0.0044693975
245,0.004783057,0.04452196,0.03795375
246,-0.08296614,0.039010473,-0.033556882
247,0.031929594,0.029640295,0.022167334
248,-0.05866097,0.02192415,-0.000624698
249,-0.08353101,0.0348468,-0.026168633
250,-0.012616508,-0.026424663,0.07076376
251,-0.051252462,0.0048924736,-0.0025106282
252,-0.095072545,0.055209253,-0.0069339657
253,0.038429,0.039258905,0.026100712
254,-0.021134522,0.023148723,-0.04240904
255,-0.040815473,0.019145753,0.02481832
256,-0.018190747,0.024622539,0.007170598
257,-0.023272611,0.0022117828,0.0031722374
258,0.047143128,0.045897126,-0.025513945
259,0.033145662,0.020940684,0.04962418
260,0.0014407531,0.073695146,-0.037427668
261,-0.075795196,0.022113957,0.009253352
262,-0.046454176,0.006084257,-0.01312345
263,0.01735681,0.02720168,0.025379503
264,0.009394216,0.036417693,-0.03519587
265,-0.10042644,0.033862777,-0.043989968
266,0.027505277,0.07703592,-0.047808822
267,0.010607036,-0.028890187,0.014197117
268,0.05605997,0.032659203,0.03253228
269,0.064464964,0.07280872,0.0032986386
270,-0.066463284,0.025590371,-0.007872787
271,0.04555422,0.009206084,0.037727103
272,-0.028870618,0.0067678676,0.010586445
273,-0.053661823,0.033094477,0.024876084
274,0.0063159615,-0.027916266,0.06952148
275,-0.084011905,0.04877845,0.0012969808
276,0.02166892,0.027823942,0.061658766
277,-0.022098992,-0.0023562957,0.009801221
278,0.012772461,0.031020151,0.06431924
279,7.4405216e-05,-0.013393339,-0.013935668
280,0.08508009,0.008330891,0.07845421
281,0.009841278,-0.04417167,0.016860066
282,0.0027502105,0.02825375,0.06524243
283,0.02906535,0.010415915,0.07585486
284,-0.00846033,-0.026275737,-0.0038443727
285,-0.052526794,0.025813196,0.0031227358
286,-0.016662283,0.030758552,-0.01796707
287,0.06719557,-0.011390851,0.0697664
288,0.027178714,-0.036443368,0.03770884
289,-0.06259552,0.03338087,4.663644e-05
290,-0.0662125,0.012898363,-0.012133061
291,-0.046200056,0.027498513,0.022706239
292,0.049463756,0.030625388,0.031090112
293,-0.019750006,-0.018197285,0.031572357
294,-0.07569751,0.022950923,-0.034456916
295,0.062995166,-0.063741796,-0.001271592
296,-0.032142363,0.024130099,-0.0013077031
297,0.058148183,-0.047962874,0.012098417
298,0.08113141,0.08497971,0.010877474
299,-0.08644421,0.041644804,-0.04776868
300,0.03908584,0.030520987,0.050170586
301,-0.08246546,0.029094879,-0.0123209255
302,0.052387867,0.009427574,0.05816435
303,-0.06550151,0.0375088,0.016678063
304,-0.050366946,0.008606673,0.009638621
305,0.08816618,0.0599956,0.059739772
306,-0.019089043,-0.012651617,0.021669641
307,-0.10200244,0.05705312,-0.0062687476
308,-0.014719203,0.007936088,0.032170404
309,0.058023307,0.05602499,0.042240754
310,-0.022558624,-0.009881054,0.015175424
311,0.056216076,0.02593388,0.060306802
312,-0.059897758,0.016991194,-0.004555417
313,0.040995777,-0.019091353,0.0671156
314,-0.09906252,0.05983707,-0.004198832
315,-0.034551483,0.020096423,0.019285461
316,0.045744523,0.043724764,0.035820793
317,-0.09882371,0.055584975,-0.04519911
318,-0.046795648,0.02502636,0.020841263
319,0.020112861,0.03806554,-0.01185512
320,0.041180797,0.013717961,0.075338826
321,-0.10203381,0.052850194,-0.0069650626
322,-0.014454565,-0.031624034,0.058805034
323,-0.097340696,0.026180182,-0.014662854
324,-0.047312472,-0.0013412618,-0.015834041
325,-0.0011067311,0.0071287,0.053314824
326,-0.045222633,0.03397275,0.016343787
327,0.021313159,0.027793013,0.077517696
328,-0.043604944,0.013483743,-0.0049982695
329,-0.10852386,0.048109733,0.009845624
330,0.036394816,0.03544421,0.05300347
331,-0.09748902,0.057863038,-0.028594885
332,0.030180058,0.05676038,0.032302357
333,-0.022663604,-0.008819426,0.024748731
334,-0.015869668,0.06379142,-0.010412546
335,-0.031983968,-0.0008184143,0.0012430052
336,-0.07162321,0.034300722,0.017854404
337,-0.09751049,0.05463751,-0.033776667
338,-0.07104356,0.01810007,-0.0011906063
339,-0.07726551,0.040933117,-0.026831308
340,-0.033260934,-0.025444258,0.009510367
341,-0.07298396,0.08353467,-0.087654784
342,-0.009873576,-0.022709522,0.010451531
343,0.07471917,-0.002688701,0.0767304
344,0.0056960983,-0.016066337,0.054908466
345,0.04901605,-0.07229199,0.024798391
346,0.053063348,-0.059873797,0.018513165
347,-0.054424427,0.02007148,-0.015705075
348,0.050760437,0.06511337,0.06541092
349,-0.045972433,-0.00028005798,0.012673078
350,-0.008699412,0.043791473,0.025859118
351,-0.06345249,0.02723273,-0.02394515
352,0.024636203,0.008800016,0.04830539
353,0.019084018,0.011209973,0.0052248053
354,-0.006343023,0.06097471,-0.0025116378
355,-0.051034927,0.049094696,0.11812446
356,0.009071177,0.04639367,0.029276593
357,0.01518865,0.047174204,-0.013908753
358,-0.015231688,0.12927331,-0.057613906
359,-0.038860254,-0.028433802,0.039630607
360,-0.022399558,0.11276019,-0.058047872
361,0.016179819,0.053005505,-0.04075382
362,-0.04478854,0.0010046228,0.008471896
363,-0.0895524,0.042515155,0.0023408816
364,0.044090826,-0.06069058,-0.0071812305
365,0.033519577,0.0103737125,0.06069063
366,0.04121303,0.02917807,0.034768242
367,-0.04271618,0.018088454,0.00094518356
368,0.024650658,0.0017482245,0.047384832
369,0.032167237,-0.004491649,0.065764226
370,-0.07545886,0.014412474,-0.029746357
371,-0.011858684,0.0028741856,0.041107945
372,0.07986446,0.09094884,0.018778916
373,0.06709919,-0.007725382,0.051853754
374,0.045408614,0.06720708,0.106430106
375,0.045861803,-0.057842676,0.00072822283
376,0.038111955,0.09448177,0.0511368
377,-0.08751314,0.049415898,-0.00039925837
378,0.0229468,-0.047398977,-0.0060063507
379,-0.038072243,0.00013156793,-0.0075415475
380,0.055977512,0.063067354,-0.021583682
381,-0.017565781,0.0040398296,0.030106828
382,0.042742163,0.10788686,-0.032314442
383,0.025035564,0.05126146,0.04463609
384,0.07634882,0.07077524,-0.012092808
385,-0.095160715,0.05424099,-0.030043362
386,0.07732129,-0.071842134,-0.0065392144
387,-0.0041846116,-0.016554631,0.02291544
388,0.006322588,0.027428001,0.04496502
389,0.07247869,0.026181912,-0.015193771
390,0.054779302,-0.0046780077,0.076678514
391,-0.008733742,0.025999563,0.0026787112
392,0.034546576,-0.02826334,0.010565545
393,0.05863206,0.054701753,0.0912167
394,-0.0015540154,-0.02029909,0.06283919
395,-0.049113795,0.030984556,0.0039580325
396,0.048444033,0.095741585,-0.0033536947
397,-0.018294472,-0.021271711,0.02469748
398,0.011839314,0.0283269,0.04500883
399,-0.09593889,0.053872924,0.0040189098
400,0.01130985,0.042505644,0.056116693
401,0.05567692,0.032251317,0.060986087
402,-0.101569116,0.04454264,-0.00751755
403,-0.03352911,0.07834177,-0.043374132
404,-0.03508043,0.0017396619,0.023617866
405,-0.067945234,0.02868403,-0.012941496
406,0.027207276,0.00756455,0.06007872
407,0.09162385,0.059856314,0.09949259
408,0.060062505,-0.045761865,0.0020614918
409,-0.03846469,-0.0062141935,-0.0025019671
410,-0.07667592,0.03265804,-0.0014698126
411,-0.092126995,0.04970913,-0.01421405
412,-0.10512996,0.053024057,-0.055359058
413,0.027555365,0.016148597,0.024559932
414,0.05479153,0.009114856,0.036960635
415,-0.10353377,0.04465498,-0.02736145
416,0.024874168,0.022996115,0.054805752
417,0.07029734,0.070861466,-0.013776354
418,0.047069203,0.06453416,0.0058533354
419,-0.095738895,0.052585077,-0.045445006
420,0.037900034,0.005521656,0.049813055
421,0.014196869,-0.0054536457,0.051140822
422,-0.054889485,0.007858396,0.02164025
423,-0.023086037,-0.0125034,-0.012758422
424,0.03380119,0.03214904,0.036183022
425,0.07389055,-0.059840202,0.0067380155
426,0.06404293,0.08143309,0.040784556
427,0.029564079,0.012726503,0.05024067
428,0.01591449,0.009336975,0.04785664
429,-0.010539144,0.018241957,0.017051937
430,-0.097744554,0.08286128,-0.035123747
431,-0.030879084,-0.023485556,0.030397601
432,0.0049014348,-0.023077564,0.013519427
433,0.022308595,-0.009039274,0.054063644
434,-0.017089047,-0.012321126,0.012211344
435,-0.032007232,0.011442181,0.004380149
436,0.018650817,0.036808643,0.059293956
437,-0.038814023,-0.0060131466,0.021015652
438,-0.08709218,0.028225236,-0.016135326
439,0.030623186,0.017784642,0.06526136
440,0.040022146,-0.03183751,0.015308152
441,-0.04689219,0.008527949,-0.017756172
442,-0.08708552,0.047175657,-0.054751184
443,0.035517517,0.04435346,0.052244607
444,-0.04980412,0.005154327,0.014552447
445,-0.0800987,0.020085225,-0.025476312
446,-0.09249061,0.051603068,-0.010063606
447,0.06931618,0.04861579,0.078981936
448,0.022960069,0.046974465,0.068479665
449,-0.07439096,0.011731928,-0.011678805
450,0.06903872,-0.053148825,-0.004508791
451,-0.01633373,0.012576319,0.02232067
452,-0.07087408,0.037316147,-0.043975968
453,0.013999945,0.033598874,0.027573176
454,0.0054130857,0.058569618,-0.045616265
455,-0.09590357,0.05109715,-0.009961767
456,0.05356314,-0.042932965,-0.012034092
457,0.025139727,-0.02982647,0.06877558
458,-0.034403704,-0.005135198,0.009510732
459,-0.020351201,-0.009299564,-0.0068882247
460,-0.051871028,0.0041936776,0.03893488
461,0.021380521,0.0511618,0.029560598
462,0.004297343,0.08506774,-0.05900254
463,-0.083358794,0.044677913,-0.027550794
464,-0.043861408,0.01254092,-0.011971329
465,0.0062238863,-0.015244056,0.000999446
466,-0.08497173,0.03625538,-0.0004635308
467,-0.10137732,0.06146344,-0.029593589
468,-0.075309716,0.010447107,-0.028536484
469,0.088390805,0.059983425,-0.014611815
470,-0.03209913,0.013829822,-0.020800032
471,-0.010824273,0.019809887,0.0084790485
472,-0.044487502,0.028619671,0.017870074
473,-0.045309085,0.0023318373,0.015358645
474,-0.07836414,0.034940954,0.0013094681
475,-0.08212838,0.045287043,-0.010519488
476,0.020187104,-0.014499313,0.07854063
477,-0.034830317,-0.0046361065,-0.0021726978
478,-0.034678757,-0.010578868,-0.002202664
479,0.0019031012,0.021412684,0.06691981
480,0.025592167,0.018945763,0.011661323
481,0.047955714,-0.05752912,-0.006007783
482,0.029093467,0.036256507,0.058909163
483,-0.039118744,-0.002643754,0.020130804
484,-0.049167253,0.033372287,-0.00281138
485,0.010267408,-0.03462106,0.060969204
486,-0.118216984,0.06743937,-0.0076866904
487,-0.096947595,0.029294524,0.0028880408
488,0.061887372,0.03546432,0.05342482
489,-0.0053737536,0.02750942,0.045162145
490,0.0413603,0.010466529,0.055475652
491,-0.123460375,0.0649931,-0.041050326
492,0.07614643,0.05152892,0.053182516
493,-0.052571144,0.023425234,0.012026887
494,-0.043342505,0.025168698,-0.030578354
495,0.08314011,0.07783629,0.047315974
496,-0.05823677,0.044753354,-0.0043215784
497,0.006420598,0.061746262,-0.021118052
498,-0.037300464,-0.0027222843,0.0068794736
499,0.016267689,-0.06758065,0.07706337
500,-0.007225241,0.07002972,-0.044375982
501,-0.04307376,0.012844058,0.0024492275
502,-0.06714086,0.010525352,-0.007687093
503,0.021698348,0.043164235,0.034357022
504,0.0100040855,0.06738662,0.026166776
505,0.011544464,0.020338835,0.04103804
506,-0.009747142,0.077852346,-0.049349103
507,0.02873738,-0.048181653,0.0061957445
508,-0.09828598,0.060406793,-0.009001141
509,-0.009488244,-0.018187562,0.026712088
510,0.06728016,0.009708667,0.054373637
511,0.028380534,0.020155251,0.06294636
512,-0.061335515,0.028387962,0.021068135
513,0.022721298,-0.035314675,0.0059918365
514,0.057687324,0.061965045,0.08092337
515,0.086394556,0.030210948,0.08965231
516,0.061227396,0.029868498,0.073137775
517,0.03299475,0.07803814,-0.00668987
518,-0.06601854,0.033742983,0.0016215983
519,-0.028762778,-0.023735369,0.009616376
520,-0.066566095,0.03150396,-0.023963127
521,0.043487396,-0.004013042,0.060142994
522,0.010040945,0.019574104,0.016487917
523,-0.087875195,0.04555973,-0.020471793
524,0.0073363967,0.057897225,0.009093263
525,-0.029568743,-0.04116192,0.015719127
526,0.055684462,-0.05879892,-0.0065063364
527,-0.0022266041,0.020783931,0.028536513
528,-0.013452529,-0.023770718,-0.0006485287
529,-0.008707787,0.014809356,0.023305545
530,0.04518665,0.07427431,0.05358112
531,0.058326825,-0.0717219,0.005724044
532,0.043950543,-0.05022071,-0.001481495
533,0.028332118,0.02395579,0.056917243
534,0.04956356,0.007833173,0.07752311
535,0.042155493,0.06721778,0.050462462
536,0.044539344,-0.022811204,0.038128443
537,-0.04507775,0.031052673,0.0027592662
538,-0.028460631,-0.0064959894,0.037023395
539,-0.08904751,0.057189405,-0.008632147
540,-0.022574503,0.013726473,0.030966798
541,0.046836466,-0.018161515,0.0683609
542,0.04383479,-0.06075348,-0.00790715
543,0.04612154,0.053262595,0.05315517
544,-0.047655754,0.016090168,0.018925766
545,0.007330852,-0.027181696,0.07180825
546,-0.10056013,0.055913027,-0.013363354
547,0.00018474736,0.031971417,0.005759379
548,0.0559839,-0.029928824,0.006585293
549,0.055711072,-0.07645133,-0.0017916114
550,-0.08674805,0.028511751,-0.028625226
551,-0.09987316,0.064727545,-0.008307463
552,-0.0033095719,0.0022907157,0.03651001
553,0.06374918,-0.06999945,-0.0062299008
554,-0.0033180094,-0.06741903,0.07174105
555,0.016607126,-0.021078415,0.047862057
556,-0.054444317,0.018385366,0.02042223
557,0.043481644,0.00049805443,0.040953077
558,-0.034831062,0.010668068,0.031723853
559,0.0882653,0.0038237495,0.06706706
560,-0.033920445,-0.007916398,-0.0028138275
561,0.038104963,-0.018009428,0.059089586
562,0.035954613,0.06944682,0.039045922
563,0.055487543,-0.04617961,0.0027868706
564,0.06479731,-0.058252748,0.019473573
565,0.057159983,0.03535567,0.07433347
566,-0.055140726,0.01626915,0.013052574
567,0.03274711,-0.043615654,-0.008579799
568,-0.05206083,0.023551622,0.013167021
569,0.07446974,0.009427438,0.042783655
570,0.04924013,0.04186627,-0.032106128
571,-0.062331814,0.009011845,0.015792377
572,0.007215193,0.01805213,0.06473002
573,-0.09053869,0.048529666,-0.015832344
574,0.041439,0.046804048,0.024735248
575,-0.07125449,0.01887237,-0.0062011993
576,-0.03226796,-0.001574824,0.007368522
577,0.033883836,-0.04422426,0.010496437
578,0.04196271,0.022250004,0.04064721
579,-0.066618696,0.026044758,-0.04332624
580,-0.037748754,0.00010940617,0.03875258
581,0.02161351,0.007017085,0.061682545
582,0.03250282,0.0009963042,0.06364065
583,0.043849632,0.054657333,0.053257223
584,0.0123786265,0.05011648,0.058318682
585,-0.08669165,0.05780825,-0.012093567
586,-0.019549774,0.07423901,0.014106814
587,0.023636092,0.032145325,0.06794543
588,0.030920181,-0.0327813,0.05513108
589,0.10101434,0.052226085,0.0327075
590,0.06138836,-0.05581359,-0.006078649
591,0.06536239,-0.044563778,0.0033155233
592,-0.04478862,0.033025935,0.0022126208
593,0.058667585,-0.053728696,0.0033172444
594,0.035399828,0.083309986,0.024701068
595,-0.039323684,0.030487409,0.025950082
596,0.06858986,0.07887248,0.028958391
597,-0.101135164,0.063617714,-0.000711948
598,0.08818163,-0.051782846,0.0077237617
599,0.042930465,0.05593269,0.033343937
600,0.059960112,-0.06537415,-0.0012452431
601,-0.04940863,-0.0012982925,-0.016162265
602,0.037272908,0.028781267,0.040430605
603,0.041890297,0.018788459,0.03316116
604,0.009479437,0.05481727,0.011781434
605,0.027721336,0.034236845,0.048889417
606,-0.013120087,0.04611786,0.0517283
607,0.05961981,0.017143164,0.04865577
608,-0.056107152,0.011880208,0.0086609
609,0.05950134,-0.0012695985,0.02315763
610,0.0044306074,0.026229868,0.07773961
611,-0.07767681,0.048682388,-0.021931704
612,0.07223009,0.033878326,0.0308319
613,-0.064338006,0.02487715,-0.005695825
614,-0.050098866,0.00040249893,0.010666416
615,0.046324603,0.0382501,0.03755564
616,-0.019297758,-0.008321029,0.031711344
617,-0.06002975,0.02668138,0.025682742
618,-0.013335806,-0.013308586,0.011426513
619,0.035905614,-0.002245357,0.06419262
620,-0.08375695,0.017874476,0.01880762
621,0.033274755,-0.061502498,-0.013798396
622,-0.020306401,-0.018294578,0.039191086
623,-0.041792065,0.010403341,0.012067175
624,0.040340435,0.08428201,-0.0502846
625,0.050302368,-0.052695353,0.005819101
626,0.07572085,-0.008211704,0.06097597
627,-0.047323518,-0.0010594964,0.014822041
628,-0.022415493,-0.011510432,0.03639145
629,-0.049143594,-0.009006744,0.010436524
630,-0.030833017,-0.011182455,0.030680872
631,-0.0904388,0.033364013,-0.03720881
632,0.0659595,0.07220933,0.07856846
633,0.03941418,0.052209973,0.04366075
634,0.05122118,-0.03103608,0.007249075
635,0.036807403,0.055155396,0.024114523
636,0.0076282197,0.01308794,-0.026290359
637,0.054834306,-0.019822873,0.01678801
638,-0.10743208,0.067728005,-0.029749868
639,-0.020927932,0.013507917,0.01896035
640,-0.043536242,0.0067529376,-0.007586118
641,-0.03210124,-0.014313752,0.00804034
642,0.06465356,0.08252459,0.048414208
643,-0.049716342,0.026638975,-0.005722054
644,0.038503848,0.047751047,0.04309222
645,-0.05771521,0.015293735,0.024172973
646,-0.07828264,0.03791037,-0.044163264
647,0.042967457,0.06582563,0.017872658
648,0.0055322396,0.041369,0.07128709
649,-0.049932934,0.03518112,0.011475713
650,0.07225849,-0.06978221,0.043459486
651,0.063170575,-0.07315608,-0.0075168735
652,-0.04053344,-0.001390188,-0.009037751
