0,0.9275121,0.93617946
1,0.9271522,0.93550974
2,0.9252852,0.94107014
3,0.92753047,0.93741155
4,0.92690563,0.93642765
5,0.9274382,0.9364551
6,0.92684275,0.9363892
7,0.9286042,0.93757993
8,0.92717874,0.93587023
9,0.92796654,0.9347982
10,0.9271471,0.93914473
11,0.9273471,0.935858
12,0.9232002,0.94089705
13,0.927178,0.9359367
14,0.9229301,0.9409136
15,0.92259985,0.9407676
16,0.9250529,0.94090074
17,0.92792666,0.9361556
18,0.9270191,0.93473506
19,0.9263083,0.9393981
20,0.92422664,0.93982244
21,0.92628765,0.9387462
22,0.9215224,0.9400057
23,0.9247061,0.9384856
24,0.9267061,0.93515265
25,0.9270027,0.9347728
26,0.92695653,0.9343053
27,0.9273164,0.9346921
28,0.9222211,0.9412479
29,0.928898,0.93614393
30,0.9250735,0.9395259
31,0.92706746,0.93528444
32,0.9274338,0.9367969
33,0.9284748,0.93925023
34,0.9247512,0.9391133
35,0.9288453,0.9372854
36,0.9263895,0.937089
37,0.9270648,0.9364237
38,0.9230209,0.9410967
39,0.92705715,0.9359623
40,0.9263215,0.9357658
41,0.9220349,0.9389143
42,0.92803925,0.9381995
43,0.926775,0.9397293
44,0.926653,0.93613267
45,0.9246526,0.94032615
46,0.9277302,0.936784
47,0.9264211,0.9411925
48,0.92311794,0.9390272
49,0.9257051,0.93864214
50,0.9261695,0.93413645
51,0.92727304,0.9354946
52,0.92684346,0.9390102
53,0.92524326,0.9404794
54,0.92784584,0.93621653
55,0.92655987,0.93595636
56,0.92750806,0.9364352
57,0.92392796,0.9392256
58,0.9236977,0.9396761
59,0.9266666,0.9350138
60,0.92666656,0.93950754
61,0.9270307,0.9390702
62,0.92784834,0.9372143
63,0.9273568,0.9407512
64,0.92341274,0.9421098
65,0.91921186,0.9410533
66,0.92755604,0.93496025
67,0.9272801,0.9365624
68,0.9244344,0.9396827
69,0.9266686,0.9363749
70,0.9269223,0.9337773
71,0.9273401,0.9377349
72,0.92705536,0.9406351
73,0.92751837,0.9349823
74,0.9265038,0.94003296
75,0.9285321,0.9417527
76,0.9268992,0.9355454
77,0.9268923,0.935543
78,0.9271891,0.93393177
79,0.92668986,0.94051695
80,0.9265016,0.9373799
81,0.92746073,0.9347077
82,0.9242853,0.9389889
83,0.927371,0.93536824
84,0.9266481,0.93171155
85,0.9254408,0.93969876
86,0.92207766,0.9396235
87,0.92635036,0.9355146
88,0.9271237,0.93566674
