,x,y
142,0.41993374,0.31989038
143,0.29297674,0.44115525
144,0.44345444,0.2868009
145,0.36860016,0.48194137
146,0.23341534,0.6076255
147,0.25966957,0.50853634
148,0.34469044,0.4731657
149,0.4314805,0.29732335
150,0.23523845,0.53767157
151,0.21856152,0.5658296
152,0.4037073,0.29140243
153,0.41425598,0.30021742
154,0.17488313,0.6852571
155,0.48770317,0.21086742
156,0.45060167,0.27277735
157,0.22529212,0.6211607
158,0.28402433,0.46340126
159,0.23280245,0.59615177
160,0.21483143,0.63488084
161,0.4049839,0.31166893
162,0.22378458,0.50092626
163,0.26427522,0.473233
164,0.24261877,0.54984254
165,0.475409,0.21249874
166,0.31976262,0.44031137
167,0.25455114,0.50322133
168,0.30523634,0.43374887
169,0.42862403,0.27724457
170,0.19705361,0.711496
171,0.28159365,0.4579646
172,0.23045681,0.49756593
173,0.25123188,0.5477332
174,0.24845271,0.51673084
175,0.29611343,0.45323345
176,0.28091443,0.4908269
177,0.5041271,0.18477419
178,0.18221681,0.6572869
179,0.21330582,0.5602685
180,0.2527237,0.42880467
181,0.3498937,0.4069045
182,0.2515503,0.582016
183,0.38575593,0.3307037
184,0.3594267,0.4641476
185,0.20907937,0.5368633
186,0.2652754,0.53255045
187,0.1913296,0.62517416
188,0.48413858,0.2242998
189,0.54763013,0.16215143
190,0.23640752,0.5157247
191,0.43741223,0.28919694
192,0.28234962,0.41525912
193,0.32714552,0.5208935
194,0.41013342,0.33285573
195,0.19691198,0.63918716
196,0.3040152,0.34310234
197,0.4725736,0.23753965
198,0.44080013,0.29598314
199,0.25890064,0.52454686
200,0.4731532,0.27329776
201,0.3539466,0.30551037
202,0.46884608,0.27121925
203,0.24042527,0.5890611
204,0.25782812,0.61616653
205,0.3482176,0.39579996
206,0.22354741,0.51610446
207,0.22971246,0.60704595
208,0.20155336,0.5748435
209,0.23434103,0.4834879
210,0.43774217,0.2898828
211,0.25571495,0.52020323
212,0.38557014,0.33837944
213,0.21362175,0.6461839
214,0.5116341,0.21274973
215,0.30389395,0.43056706
216,0.30501515,0.4543365
217,0.23958246,0.5457811
218,0.2947775,0.45846853
219,0.37311566,0.34862247
220,0.5077257,0.21580307
221,0.549861,0.19566838
222,0.43200704,0.2705968
223,0.2131006,0.5810043
224,0.3230995,0.45275858
225,0.24420813,0.50217474
226,0.18199413,0.65054584
227,0.25859547,0.4686592
228,0.3355031,0.44257075
229,0.19514242,0.6386706
230,0.27257532,0.4933123
231,0.31500068,0.39287874
232,0.2722442,0.5214224
233,0.20684688,0.6173536
234,0.4409829,0.2961354
235,0.38960686,0.32453215
236,0.24402985,0.5095901
237,0.42623004,0.3240408
238,0.317048,0.36725596
239,0.3604599,0.39624387
240,0.5655336,0.16501205
241,0.3693,0.3713179
242,0.34592733,0.49971953
243,0.2302636,0.5484473
244,0.43279037,0.30435315
245,0.2861861,0.41501924
246,0.4953592,0.205151
247,0.25221142,0.48271856
248,0.46148714,0.2718903
249,0.5008863,0.20555945
250,0.32219017,0.46455845
251,0.41132307,0.3060255
252,0.54471505,0.18765134
253,0.25417203,0.49041653
254,0.3767975,0.3249404
255,0.42845494,0.34090987
256,0.3796352,0.37770507
257,0.35052037,0.3617208
258,0.25897288,0.47396484
259,0.27244467,0.52748173
260,0.33540902,0.33503494
261,0.5049163,0.24977353
262,0.40952468,0.29934677
263,0.29215774,0.45248076
264,0.288688,0.3826803
265,0.5292258,0.18016379
266,0.3002692,0.3879099
267,0.32064825,0.4892989
268,0.23036411,0.53788114
269,0.24513993,0.5241439
270,0.4502213,0.25233212
271,0.25360128,0.55363953
272,0.3867295,0.35654438
273,0.45755926,0.29057747
274,0.28979117,0.50365204
275,0.5014611,0.21255884
276,0.26524544,0.4868146
277,0.35487515,0.3693836
278,0.27327284,0.4565849
279,0.31707877,0.4250828
280,0.18266718,0.6383069
281,0.28217787,0.48113886
282,0.301955,0.43898672
283,0.289409,0.5481778
284,0.3138657,0.41665733
285,0.4442421,0.28575996
286,0.35570356,0.34542614
287,0.18088633,0.60458297
288,0.28389233,0.55149466
289,0.45821542,0.2576244
290,0.4803082,0.2558865
291,0.42114836,0.30899623
292,0.21802382,0.5290759
293,0.35917318,0.41767
294,0.46165484,0.21954897
295,0.22288328,0.6490201
296,0.38209128,0.32213098
297,0.20996805,0.6134901
298,0.21231873,0.54607177
299,0.5005374,0.1891259
300,0.27314287,0.5206823
301,0.49203002,0.2210823
302,0.21571514,0.5547684
303,0.4757986,0.26026118
304,0.4403417,0.302641
305,0.18305145,0.59807736
306,0.34974247,0.40333056
307,0.56282896,0.17450345
308,0.34211567,0.39899576
309,0.21474876,0.5336609
310,0.3588309,0.3930134
311,0.21922196,0.55430764
312,0.44988993,0.27229783
313,0.22344448,0.56402683
314,0.55925804,0.18042536
315,0.40050182,0.33798423
316,0.24117687,0.52074176
317,0.5280812,0.16773292
318,0.42403498,0.30618152
319,0.3176243,0.42220172
320,0.2308263,0.5493412
321,0.558414,0.18111853
322,0.33522797,0.45856622
323,0.52798516,0.19940358
324,0.407984,0.30392358
325,0.28469118,0.4340205
326,0.4154099,0.29542318
327,0.26987934,0.49314392
328,0.41440806,0.30878815
329,0.5983796,0.18492834
330,0.26523072,0.517
331,0.54529667,0.17167585
332,0.27125725,0.4565878
333,0.37061253,0.39237458
334,0.3621805,0.32561788
335,0.36978763,0.34006685
336,0.50644284,0.2557035
337,0.5209485,0.17285769
338,0.50180227,0.25015453
339,0.50720954,0.21681753
340,0.36695883,0.37091228
341,0.51578104,0.17553441
342,0.33198816,0.42663777
343,0.19534954,0.62855464
344,0.28688172,0.47806856
345,0.23316498,0.6057801
346,0.2408226,0.63010055
347,0.4259602,0.26807183
348,0.22700769,0.515763
349,0.41518024,0.3282455
350,0.3433355,0.38404897
351,0.45311388,0.2507998
352,0.2834923,0.5111382
353,0.25877056,0.44970033
354,0.3136742,0.34181118
355,0.4590478,0.36807594
356,0.29499152,0.4228555
357,0.2935985,0.40261006
358,0.36954612,0.23625883
359,0.40031296,0.4005758
360,0.36528456,0.2391061
361,0.30196238,0.39827833
362,0.39261273,0.32365912
363,0.5380044,0.20321417
364,0.25430426,0.584644
365,0.26055798,0.5276859
366,0.26530188,0.5224246
367,0.39974335,0.3114991
368,0.28713918,0.5088298
369,0.25163504,0.54242414
370,0.48402974,0.22742285
371,0.31483936,0.4120874
372,0.20391048,0.5257959
373,0.18968682,0.6026196
374,0.25372759,0.52367556
375,0.24130124,0.60211
376,0.26962975,0.45895937
377,0.54143345,0.20985551
378,0.28128964,0.52569234
379,0.38362998,0.32280737
380,0.25537056,0.48041835
381,0.36367646,0.39646024
382,0.26963994,0.39895996
383,0.2418004,0.45022497
384,0.22895914,0.53210086
385,0.53966004,0.17402357
386,0.20706989,0.6862985
387,0.32709873,0.4458502
388,0.28365588,0.43219507
389,0.23304076,0.57398444
390,0.21677719,0.59135056
391,0.31784728,0.37354738
392,0.25986755,0.53670454
393,0.2636945,0.56680775
394,0.30798766,0.47300118
395,0.4316522,0.28357393
396,0.27069628,0.44443992
397,0.34395668,0.40590397
398,0.27332786,0.45091286
399,0.56680065,0.19085696
400,0.23472206,0.4167847
401,0.22249836,0.5530148
402,0.57562834,0.18414514
403,0.38938412,0.2536546
404,0.39527276,0.3546652
405,0.4801737,0.24303009
406,0.2788381,0.5332667
407,0.15652871,0.60118115
408,0.22135824,0.6143726
409,0.38417706,0.323082
410,0.52707064,0.23345786
411,0.5224931,0.1940009
412,0.5518598,0.15275364
413,0.23587279,0.46788484
414,0.22773387,0.5803909
415,0.5529718,0.17274284
416,0.25022393,0.4948552
417,0.22773273,0.50869983
418,0.27178183,0.4827418
419,0.5218733,0.16772239
420,0.25928226,0.53218395
421,0.26935595,0.49100274
422,0.4425517,0.29933548
423,0.33311403,0.35574055
424,0.24234706,0.484436
425,0.19962598,0.673201
426,0.22276795,0.5304631
427,0.26164275,0.5030836
428,0.2823435,0.4846786
429,0.34835586,0.37953675
430,0.5072268,0.15733372
431,0.38844025,0.38535842
432,0.28803226,0.4630735
433,0.28495675,0.5262245
434,0.32675463,0.4015887
435,0.39509216,0.3362024
436,0.29811195,0.4723513
437,0.39451763,0.35810193
438,0.52913576,0.21435834
439,0.23404628,0.49671504
440,0.24255401,0.56295055
441,0.4102224,0.29304427
442,0.5233533,0.18690686
443,0.2651411,0.5106366
444,0.42822266,0.31548086
445,0.50127715,0.22509034
446,0.5453231,0.19151048
447,0.19638655,0.57032686
448,0.26854408,0.4753115
449,0.46341312,0.24040782
450,0.21406548,0.6525968
451,0.3564417,0.37541303
452,0.47244352,0.21462074
453,0.2933761,0.4274138
454,0.3439537,0.3480443
455,0.5412364,0.18717033
456,0.22683488,0.5968135
457,0.29614392,0.5742959
458,0.38085034,0.34579474
459,0.34837875,0.37447196
460,0.4234221,0.32902944
461,0.28680807,0.44557136
462,0.33831033,0.3075608
463,0.49934813,0.20123638
464,0.39478013,0.30281347
465,0.31013384,0.45547318
466,0.5128957,0.2099482
467,0.54433876,0.16212633
468,0.46642134,0.23089804
469,0.20342588,0.584581
470,0.40353057,0.31697273
471,0.34102648,0.37815613
472,0.41685706,0.30425817
473,0.4177587,0.32597572
474,0.5113586,0.22770458
475,0.5092277,0.21877351
476,0.26966122,0.53201
477,0.3820303,0.34691358
478,0.36722386,0.34687638
479,0.27802753,0.44278836
480,0.28909007,0.47105968
481,0.23876715,0.61201507
482,0.27675253,0.50687414
483,0.38493994,0.34594777
484,0.4444796,0.28706092
485,0.3244862,0.5264103
486,0.61358833,0.14643575
487,0.5619166,0.20881936
488,0.20179942,0.56262326
489,0.3110231,0.41377026
490,0.22222544,0.52971876
491,0.6064,0.13349378
492,0.20623,0.589412
493,0.44732812,0.29685566
494,0.39591143,0.28127325
495,0.19979893,0.5787526
496,0.45555094,0.2533161
497,0.3157281,0.35936078
498,0.37578017,0.34284803
499,0.30041018,0.5881637
500,0.36446822,0.31040838
501,0.40889442,0.30869392
502,0.47070056,0.26665488
503,0.29861838,0.4576038
504,0.2896578,0.38302347
505,0.27547815,0.45191446
506,0.36748254,0.2982298
507,0.26484123,0.54009277
508,0.5436596,0.17776303
509,0.3393129,0.4405328
510,0.19006154,0.5858662
511,0.25337574,0.51817006
512,0.4603115,0.27465156
513,0.27060154,0.5161314
514,0.18632111,0.5185294
515,0.17382506,0.62312496
516,0.2403641,0.57958484
517,0.28592244,0.4245098
518,0.481499,0.25786448
519,0.36338335,0.38041538
520,0.44425455,0.23055016
521,0.2397109,0.56357163
522,0.28738928,0.430435
523,0.522285,0.19578409
524,0.27699047,0.37099236
525,0.36729908,0.3962972
526,0.23752403,0.61685234
527,0.29240265,0.40895146
528,0.3319301,0.40920687
529,0.3371188,0.40307403
530,0.22571428,0.47776678
531,0.22591484,0.6435514
532,0.2487199,0.59458786
533,0.2482948,0.49500418
534,0.20847121,0.5565779
535,0.23604625,0.4783199
536,0.25610903,0.5833735
537,0.44047785,0.30462357
538,0.37705797,0.38615233
539,0.5521605,0.19675502
540,0.3749874,0.37748808
541,0.22410023,0.5720269
542,0.24215926,0.59024745
543,0.2295027,0.50066096
544,0.4215008,0.3091605
545,0.32659933,0.53317636
546,0.5678524,0.17222188
547,0.2830255,0.3811147
548,0.22142111,0.5967895
549,0.2256971,0.64184445
550,0.5143416,0.21015434
551,0.55743545,0.17753509
552,0.30803025,0.43827537
553,0.22061001,0.6601335
554,0.33993933,0.52896535
555,0.2607693,0.49722233
556,0.46823502,0.2968799
557,0.23879504,0.54707354
558,0.4036012,0.35648286
559,0.1807448,0.65558976
560,0.37541184,0.34611955
561,0.25994113,0.5640464
562,0.2688307,0.46687108
563,0.2249826,0.6134298
564,0.21037647,0.64502645
565,0.2043177,0.5541449
566,0.45091262,0.29326877
567,0.270851,0.54574215
568,0.42578706,0.2968612
569,0.20341559,0.6278756
570,0.2549685,0.4967328
571,0.44429317,0.2846303
572,0.29737437,0.46763632
573,0.5569932,0.19621073
574,0.2440583,0.49023363
575,0.48238662,0.2449945
576,0.38422212,0.35213822
577,0.25820047,0.55592406
578,0.24931103,0.5213003
579,0.45324737,0.23062511
580,0.38388672,0.36962524
581,0.2703391,0.5029585
582,0.25239098,0.53397334
583,0.25319037,0.5012689
584,0.29013678,0.4359216
585,0.52437633,0.19178055
586,0.36836573,0.3223084
587,0.26964128,0.49473992
588,0.2460731,0.5436346
589,0.18026556,0.65079147
590,0.22755285,0.63788885
591,0.21916255,0.6412736
592,0.41715035,0.28947297
593,0.22379528,0.6211223
594,0.28039816,0.43972585
595,0.43538043,0.3220064
596,0.20895469,0.5256798
597,0.55818164,0.17879806
598,0.19025445,0.7018308
599,0.23602389,0.4999621
600,0.22768773,0.6370619
601,0.41850433,0.30083972
602,0.23866847,0.5007788
603,0.23782162,0.5227936
604,0.26483712,0.38190767
605,0.28023848,0.48780164
606,0.3217375,0.37436602
607,0.22444099,0.5805631
608,0.44317603,0.2900051
609,0.21126606,0.57537055
610,0.29211405,0.45568013
611,0.48701763,0.21725178
612,0.22077097,0.58076304
613,0.47111845,0.25432545
614,0.43049276,0.3063661
615,0.23644114,0.5143056
616,0.34823743,0.40233356
617,0.4711222,0.28216165
618,0.33474344,0.40393016
619,0.25434375,0.54011047
620,0.5098666,0.23848747
621,0.27007154,0.56587857
622,0.35701376,0.40836418
623,0.39741665,0.3308464
624,0.26869813,0.40064746
625,0.2560908,0.6079525
626,0.1983099,0.635966
627,0.4148196,0.32519668
628,0.36916745,0.3983608
629,0.4089782,0.32876
630,0.36738598,0.37753198
631,0.5321962,0.19068922
632,0.20408729,0.53832155
633,0.24605888,0.48825458
634,0.2299147,0.5790959
635,0.26330116,0.4698638
636,0.334844,0.43397495
637,0.20307493,0.5719268
638,0.57903945,0.15450197
639,0.38213697,0.38142946
640,0.40594354,0.29962996
641,0.38248003,0.36641508
642,0.22848357,0.5166567
643,0.4215001,0.27593613
644,0.2707559,0.5018475
645,0.4729408,0.29996234
646,0.48638567,0.20400196
647,0.26081726,0.4668886
648,0.28011972,0.4334243
649,0.43134254,0.28614283
650,0.20662157,0.67022187
651,0.21987438,0.6475794
652,0.3997666,0.3153734
653,0.39835116,0.3297994
654,0.28716874,0.4721124
655,0.38140586,0.36215386
656,0.25066116,0.53688514
657,0.23703757,0.48899618
658,0.40003484,0.30667824
659,0.37494478,0.35912788
660,0.21955426,0.6385071
661,0.2660693,0.44664368
662,0.18242761,0.5874865
663,0.49132892,0.26345018
664,0.3528712,0.38741776
665,0.31761757,0.4123423
666,0.23826124,0.5829321
667,0.25258842,0.6281593
668,0.34275,0.3789937
669,0.2391089,0.510687
670,0.28473428,0.4569521
671,0.21266484,0.52532226
672,0.4459166,0.28572848
673,0.40583718,0.32679287
674,0.2783247,0.49372274
675,0.24546054,0.5236624
676,0.24770263,0.4964356
677,0.35408127,0.40435827
678,0.41256845,0.35999992
679,0.21143928,0.6079564
680,0.3527569,0.3937597
681,0.33182552,0.41304502
682,0.5814297,0.17582776
683,0.26995838,0.5286097
684,0.41390947,0.3183908
685,0.24180913,0.575501
686,0.28716192,0.48246604
687,0.1913801,0.6738547
688,0.44630218,0.270189
689,0.257622,0.5159802
690,0.43547428,0.30040628
691,0.31334928,0.43109852
692,0.27445883,0.4700962
693,0.3370184,0.43443573
694,0.3497665,0.38672563
695,0.339419,0.41976354
696,0.29468998,0.4604648
697,0.251609,0.5028112
698,0.2621369,0.5054114
699,0.49412698,0.20982876
700,0.35426402,0.41192186
701,0.28638312,0.538937
702,0.31558067,0.442288
703,0.39643097,0.30948722
704,0.300536,0.46982232
705,0.24283452,0.61025625
706,0.32412538,0.41841525
707,0.50049686,0.23154828
708,0.24907382,0.46107668
709,0.2689878,0.48523486
710,0.43038207,0.2917044
711,0.47301623,0.22971305
712,0.42913714,0.2949878
713,0.51816946,0.23822634
714,0.40267912,0.31906003
715,0.34738627,0.37613654
716,0.34827325,0.3845079
717,0.24301118,0.57393503
718,0.36294273,0.41505685
719,0.25820768,0.4825945
720,0.25591427,0.49898034
721,0.22774354,0.5185473
722,0.5522464,0.1909409
723,0.5678688,0.1724603
724,0.2980927,0.456931
725,0.48249152,0.22846933
726,0.42401254,0.2951063
727,0.20701747,0.6883389
728,0.32119364,0.30397686
729,0.27542812,0.44975194
730,0.42823154,0.24032237
731,0.22887821,0.53151613
732,0.408792,0.3047651
733,0.39506248,0.30241564
734,0.22974199,0.5009011
735,0.40289596,0.35335478
736,0.40323463,0.3419694
737,0.3631129,0.36410028
738,0.23239438,0.5104575
739,0.49080175,0.22312813
740,0.22355738,0.51171714
741,0.29699063,0.45705906
742,0.24099268,0.49161848
743,0.29133078,0.4671905
744,0.2786104,0.47312889
745,0.37132376,0.40262398
746,0.45082232,0.28683624
747,0.2310267,0.551909
748,0.42244548,0.2976985
749,0.48410308,0.20407882
750,0.23387323,0.5733652
751,0.40925413,0.3278223
752,0.31711927,0.41688263
753,0.27011564,0.45533076
754,0.19624387,0.6950476
755,0.40622708,0.30983165
756,0.37352633,0.35764778
757,0.40344626,0.30159837
758,0.38512763,0.34057307
759,0.2640408,0.49874622
760,0.4614945,0.2256873
761,0.42270717,0.27205756
762,0.56015635,0.19682956
763,0.41341725,0.31142166
764,0.27166292,0.5590053
765,0.3570437,0.3759722
766,0.35007548,0.39190763
767,0.40309888,0.39692387
768,0.4995611,0.20522565
769,0.25192225,0.6094373
770,0.37516627,0.333351
771,0.25438672,0.49059802
772,0.23771697,0.5371056
773,0.30895966,0.46407697
774,0.41490102,0.3204127
775,0.31737557,0.38095558
776,0.2959696,0.5352589
777,0.20884028,0.58398783
778,0.33945605,0.38872325
779,0.27573356,0.39906248
780,0.42078537,0.307594
781,0.47255364,0.2244338
782,0.39795172,0.361516
783,0.20827618,0.7001325
784,0.24880268,0.605872
785,0.4451503,0.2924149
786,0.455848,0.2270112
787,0.26351678,0.45928332
788,0.36451676,0.4091207
789,0.2659539,0.4996356
790,0.22345547,0.55869853
791,0.29062757,0.5161275
792,0.34358728,0.40360162
793,0.24576671,0.49471784
794,0.35109407,0.5053284
795,0.40182588,0.3113738
796,0.28447497,0.43206948
797,0.4255905,0.29744023
798,0.33769715,0.41795182
799,0.26268786,0.42035294
800,0.5333074,0.20054097
801,0.4198179,0.26884642
802,0.2489535,0.43435538
803,0.424591,0.27774245
804,0.40604588,0.34415665
805,0.40692517,0.29536486
806,0.35121533,0.40531665
807,0.26053303,0.5056622
808,0.29149413,0.44678614
809,0.34402364,0.38247952
810,0.257318,0.54613155
811,0.2596673,0.51039594
812,0.29873362,0.53189594
813,0.52227795,0.20308204
814,0.4308904,0.28911933
815,0.44328204,0.2980668
816,0.2576295,0.5175073
817,0.22465356,0.58419955
818,0.41372755,0.47476512
819,0.3080582,0.42496487
820,0.5008679,0.20688339
821,0.45925522,0.26460865
822,0.2455651,0.6124586
823,0.4198747,0.32948992
824,0.43159002,0.27866977
825,0.31516993,0.5590891
826,0.29474366,0.3985889
827,0.36973566,0.40540278
828,0.265366,0.42969593
829,0.23950547,0.5412083
830,0.22895107,0.6424704
831,0.37525442,0.3719913
832,0.3364517,0.4947168
833,0.27977937,0.50555164
834,0.457672,0.31184423
835,0.53717846,0.21660362
836,0.2805125,0.5435172
837,0.23237811,0.55777323
838,0.34409878,0.44425336
839,0.3459223,0.38088554
840,0.32832047,0.4134848
841,0.17996415,0.6114267
842,0.56672347,0.17541486
843,0.31637388,0.43662763
844,0.40021837,0.31290138
845,0.38072643,0.4455796
846,0.50246334,0.24106647
847,0.4433108,0.2826533
848,0.19165343,0.55141896
849,0.31547853,0.34097937
850,0.2022523,0.6635851
851,0.32586363,0.4904919
852,0.43011788,0.28978845
853,0.23842493,0.56764126
854,0.47236058,0.23052943
855,0.27778968,0.42983216
856,0.38168392,0.35152453
857,0.2138448,0.57680285
858,0.48741153,0.26289245
859,0.5163454,0.22166382
860,0.5307332,0.22181936
861,0.23014592,0.65557456
862,0.33688334,0.40687615
863,0.22417037,0.55699646
864,0.2585598,0.47164452
865,0.28984663,0.41681945
866,0.4726102,0.2610682
867,0.2317176,0.66421974
868,0.23006548,0.52139556
869,0.55735075,0.16835508
870,0.30605185,0.5365216
871,0.23619902,0.49004352
872,0.22612222,0.6469786
873,0.22880425,0.6254584
874,0.21816054,0.5819035
875,0.5011385,0.2265706
876,0.21888888,0.6729523
877,0.22011276,0.55543184
878,0.25713277,0.4717929
879,0.37623346,0.41641667
880,0.572672,0.18244992
881,0.4203398,0.29188424
882,0.2242928,0.48412594
883,0.32077503,0.50421554
884,0.2827011,0.49141935
885,0.3139295,0.38745984
886,0.4148016,0.33875194
887,0.28291726,0.36923182
888,0.5742032,0.18182267
889,0.57450145,0.16054243
890,0.44371435,0.2898349
891,0.4152731,0.28772005
892,0.20862107,0.70257455
893,0.22259462,0.5985388
894,0.41415825,0.33972913
895,0.20527205,0.6075001
896,0.43259376,0.2985482
897,0.45571932,0.28134352
898,0.24766247,0.53068423
899,0.22018722,0.5267047
900,0.28635746,0.4538239
901,0.22788858,0.61188096
902,0.36597064,0.36743864
903,0.5784502,0.15674868
904,0.3388162,0.47560474
905,0.31028908,0.44224268
906,0.22790359,0.63994545
907,0.40742335,0.31886494
908,0.3261644,0.5464384
909,0.45082122,0.24339357
910,0.2678363,0.5239617
911,0.20213659,0.55658275
912,0.37972373,0.34234387
913,0.21181184,0.62704444
914,0.22494131,0.4388615
915,0.2797767,0.4107955
916,0.432328,0.26744494
917,0.50695,0.20768002
918,0.45142993,0.23297623
919,0.26376715,0.49071878
920,0.4091532,0.31726283
921,0.23163839,0.4487346
922,0.31211224,0.4989363
923,0.37930202,0.35943162
924,0.46896008,0.21920362
925,0.17464557,0.65485567
926,0.31791484,0.43608728
927,0.3202916,0.4154049
928,0.37430856,0.38237488
929,0.3540863,0.41895598
930,0.4368172,0.29698724
931,0.22579914,0.46786073
932,0.38532835,0.3560835
933,0.28789222,0.47735196
934,0.25266063,0.4024563
935,0.2557254,0.5627165
936,0.2695559,0.5649912
937,0.36001986,0.37095848
938,0.24461135,0.5798586
939,0.49724543,0.20153198
940,0.2983937,0.39124626
941,0.38430652,0.33736172
942,0.43952772,0.28244606
943,0.26783776,0.44936523
944,0.34096462,0.37046918
945,0.37198618,0.38055405
946,0.2770309,0.49944702
947,0.3906413,0.37291765
948,0.60643387,0.16291642
949,0.3912854,0.3229068
950,0.51595336,0.21760122
951,0.20775788,0.5979843
952,0.279851,0.4494389
953,0.4543091,0.29788622
954,0.25771394,0.4906369
955,0.5505062,0.22656189
956,0.33637315,0.4288374
957,0.23261765,0.50318396
958,0.19049618,0.61597705
959,0.43587536,0.32424128
960,0.4300281,0.28504646
961,0.30917537,0.50510514
962,0.34613287,0.44661376
963,0.19541608,0.6667357
964,0.535975,0.18465434
965,0.22900362,0.4809846
966,0.3934004,0.3434977
967,0.41554967,0.31399
968,0.5092778,0.1892436
969,0.30311903,0.44194436
970,0.49721655,0.22920345
971,0.28263494,0.4047394
972,0.42078385,0.3013133
973,0.41862813,0.2970792
974,0.2013835,0.60813355
975,0.30744016,0.45972276
976,0.36542562,0.41123426
977,0.4316338,0.29172185
978,0.39822495,0.42874628
979,0.36540344,0.36339924
980,0.38369697,0.37626073
981,0.21367618,0.6557168
982,0.49048477,0.24787745
983,0.4679691,0.2836301
984,0.24630432,0.4598607
985,0.2622147,0.48751277
986,0.56048787,0.15223388
987,0.24466056,0.44392827
988,0.47106063,0.360629
989,0.319048,0.4362234
990,0.25001097,0.5535981
991,0.2798943,0.41537666
992,0.31196505,0.3844453
993,0.55881935,0.16329376
994,0.33080223,0.3963598
995,0.54868156,0.19670042
996,0.35558262,0.35808137
997,0.20656736,0.6120209
998,0.57016724,0.20263223
999,0.28497636,0.49751416
1000,0.34187737,0.38358283
1001,0.48280537,0.28038165
1002,0.22515087,0.5366578
